id, phrase
98   , AMPHITHEATERS
99   , AMUSEMENT PARK
100  , AN AMAZING SKI DESTINATION
101  , AN ART GALLERY IN SOHO
102  , AN EXCLUSIVE SPA
103  , ANCIENT CASTLE WITH A MOAT
104  , ANCIENT CHURCHES
105  , ANCIENT CITY
106  , ANCIENT FOSSIL BEDS
107  , ANCIENT GREECE
108  , ANCIENT INCAN TRAILS
109  , ANCIENT MAYAN RUINS
110  , ANCIENT OBSERVATORY
111  , ANCIENT PUEBLOS
112  , ANDEAN HIGHLANDS
113  , ANIMAL FARM
114  , ANIMAL RESCUE
115  , ANIMAL SANCTUARY
116  , ANIMATION STUDIO
117  , ANT COLONY
118  , ANTEBELLUM MANSION
119  , ANTIQUE FLEA MARKET
120  , ANTIQUE MALL
121  , ANTIQUE SHOP
122  , APARTMENT BUILDING
123  , APARTMENT COMPLEX
124  , APPLE ORCHARD
125  , APPLE ORCHARDS
126  , APPLIANCE STORE
127  , AQUATIC PARK
128  , ARCHAEOLOGICAL MUSEUM
129  , ARCHAEOLOGICAL SITES
130  , ARCHIPELAGOES & ISLANDS
131  , ARCHITECTURAL GEMS
132  , ARCHITECTURAL MASTERPIECES
133  , ARID PACIFIC COAST
134  , ARMY BARRACKS
135  , AROMA CABINS
136  , ART & ANTIQUE MUSEUM
137  , ART CITIES
138  , ART COLONY
139  , ART GALLERY
140  , ART MUSEUM
141  , ARTISAN BAKERY
142  , ARTISAN STALLS AT EASTERN MARKET
143  , ARTISAN STALLS AT EASTERN MARKETS
144  , ARTIST COMMUNITIES
145  , ARTIST COMMUNITY
146  , ARTISTIC HOT SPOT
147  , ARTISTS COLONY
148  , ARTS & CRAFTS STORE
149  , ASIAN RESTAURANT
150  , ASTONISHING HOTELS
151  , ASTRONOMICAL RADIO OBSERVATORY
152  , AT THE WATER'S EDGE
153  , ATMOSPHERIC DINING AREA
154  , ATMOSPHERIC SHRINE
155  , ATTACHED HOUSE
156  , ATTRACTIVE OLD HOMESTEADS
157  , AUCTION HOUSE
158  , AUSTRALIAN BUSH
159  , AUSTRALIAN OUTBACK
160  , AUTHORIZED SERVICE CENTER
161  , AUTO BODY AND DETAILING SHOP
162  , AUTO SUPPLY STORE
163  , AUTO-PARTS STORE
164  , AUTOMOBILE DEALER SHOWROOM
165  , AUTOMOTIVE MUSEUM
166  , AVALANCHE PATHS
167  , AVOCADO GROVE
168  , BABBLING BROOK
169  , BACCARAT PIT
170  , BACHELOR PAD
171  , BACK ALLEY
172  , BACK BEDROOM
173  , BACK PATIO
174  , BACKCOUNTRY CAMPSITE
175  , BACKFIELD
176  , BAGEL SHOPS
177  , BAGGAGE CLAIM
178  , BAKERY CAFE
179  , BAKESHOP
180  , BALCONY
181  , BALLPARK
182  , BAMBOO FOREST
183  , BANANA PLANTATIONS
184  , BANK BRANCH
185  , BANK DEPOSITORY
186  , BANK VAULT
187  , BANQUET HALL
188  , BANQUET ROOM
189  , BAR AND GRILL
190  , BARBECUE JOINT
191  , BARGAIN BASEMENT
192  , BARNYARD
193  , BAROQUE-STYLE HOUSES
194  , BARQUE-STYLE HOUSES
195  , BASEBALL DIAMOND
196  , BASEBALL FIELD
197  , BASEBALL PARK
198  , BASEBALL STADIUM
199  , BASEBALL TRAINING CAMPS
200  , BASKETBALL COURT
201  , BATCAVE
202  , BATHROOM
203  , BATTER'S BOX
204  , BATTERS BOX
205  , BATTERY PARK IN NEW YORK
206  , BATTING CAGES
207  , BATTLE OF LITTLE BIGHORN
208  , BEACH CLUB
209  , BEACH COMMUNITY
210  , BEACH COTTAGE
211  , BEACH DESTINATION
212  , BEACH DESTINATIONS
213  , BEACH HOUSES
214  , BEACH TOWN
215  , BEACH TOYS
216  , BEACH-SIDE COTTAGE
217  , BEACHES & RAINFORESTS
218  , BEACHES & WETLANDS
219  , BEACHES FOR SUN-SEEKERS
220  , BEACHES THAT CAN'T BE BEAT
221  , BEACHFRONT HOTEL
222  , BEACHFRONT OASIS
223  , BEACHFRONT PROPERTY
224  , BEACHFRONT SPA
225  , BEACHFRONT SUITES
226  , BEACHSIDE BAMBOO HUT
227  , BEACHSIDE CASINO
228  , BEACHSIDE COMMUNITIES
229  , BEACHSIDE COTTAGE
230  , BEACHSIDE HOTELS
231  , BEACON ROCK
232  , BEAUTIFUL BALCONIES
233  , BEAUTIFUL BATHROOM
234  , BEAUTIFUL BAY
235  , BEAUTIFUL BEACH RESORT
236  , BEAUTIFUL BEACHES
237  , BEAUTIFUL BLUE LAGOONS
238  , BEAUTIFUL BURNING PALMS
239  , BEAUTIFUL CHALET
240  , BEAUTIFUL COASTAL TRAILS
241  , BEAUTIFUL COUNTRYSIDE
242  , BEAUTIFUL COURSES
243  , BEAUTIFUL DESERT OASIS
244  , BEAUTIFUL FRENCH COUNTRYSIDE
245  , BEAUTIFUL GARDEN
246  , BEAUTIFUL GARDENS
247  , BEAUTIFUL GARDENS IN THE CITY
248  , BEAUTIFUL GARDENS IN THE SPRINGTIME
249  , BEAUTIFUL HIKING TRAILS
250  , BEAUTIFUL ISLAND
251  , BEAUTIFUL LAVA FIELDS
252  , BEAUTIFUL METROPOLIS
253  , BEAUTIFUL MONASTERY
254  , BEAUTIFUL MUSEUM
255  , BEAUTIFUL MUSEUMS
256  , BEAUTIFUL NATURAL SETTINGS
257  , BEAUTIFUL NEIGHBORHOODS
258  , BEAUTIFUL OUTDOOR SHOWER
259  , BEAUTIFUL PARKLANDS
260  , BEAUTIFUL RESORT
261  , BEAUTIFUL RUNNING TRAIL
262  , BEAUTIFUL SANDY BEACHES
263  , BEAUTIFUL SMALL TOWNS
264  , BEAUTIFUL STATE
265  , BEAUTIFUL TOWNS
266  , BEAUTIFUL TROPICAL RAINFOREST
267  , BEAUTIFUL VILLAGES
268  , BEAUTIFUL WATERFRONT
269  , BEAUTIFULLY LANDSCAPED GARDENS
270  , BEAUTY PARLOR
271  , BEAUTY SALON
272  , BEAUTY-SUPPLY STORE
273  , BEAVER PONDS
274  , BED AND BREAKFAST
275  , BED ÂN' BREAKFAST
276  , BEDROOM COMMUNITY
277  , BEER BREWERIES
278  , BEGINNER & INTERMEDIATE SKI SLOPES
279  , BEHIND THE PODIUM
280  , BEIJING LINGJING ALLEY
281  , BELOW ZERO
282  , BERLIN GERMANY
283  , BERRY FARM
284  , BEST BEACH DESTINATIONS
285  , BEST WESTERN HOTELS
286  , BETTY CROCKER TEST KITCHEN
287  , BEVELED MIRROR
288  , BEVERLY GARDENS PARK
289  , BEVERLY HILLS ESTATE
290  , BICENTENNIAL PARK
291  , BICYCLE PATH
292  , BIG CITY
293  , BIG RED BARN
294  , BIG WARM HOUSE
295  , BIG YACHT
296  , BIKE LANE
297  , BIKE PATH
298  , BIKE RACK
299  , BIKE SHOP
300  , BIKE TRAIL
301  , BIKER BAR
302  , BILLIARD PARLOR
303  , BILLIONS OF STARS
304  , BINGO HALL
305  , BINGO PARLOR
306  , BIOLOGICALLY PRODUCTIVE SEMIDESERTS
307  , BIOLOGICALLY PRODUCTIVE SEMIDESSERT
308  , BIRD SANCTUARY
309  , BIRD-WATCHERS' PARADISE
310  , BIRDHOUSE
311  , BISON & ELK REFUGE
312  , BLACK SANDY SHORES
313  , BLACK-SAND BEACHES
314  , BLACKJACK LOUNGE
315  , BOARDED-UP TOWN
316  , BOARDING SCHOOL
317  , BOARDROOM
318  , BODY SCRUB
319  , BODY SHOP
320  , BOILER ROOM
321  , BONDI BEACH
322  , BOOK DEPOSITORY
323  , BOOT CAMP
324  , BORA BORA
325  , BOREAL FORESTS
326  , BOROUGHS & NEIGHBORHOODS
327  , BOSTON BRUINS
328  , BOTANICAL GARDEN
329  , BOTANICAL GARDENS
330  , BOTTOM FLOOR
331  , BOTTOMLESS SHAFT
332  , BOUTIQUE BISTRO
333  , BOUTIQUE GALLERIES
334  , BOUTIQUE HOTEL
335  , BOUTIQUE HOTELS
336  , BOUTIQUE RESTAURANT
337  , BOUTIQUE RESTURANT
338  , BOUTIQUE SHOP
339  , BOUTIQUE SHOPS
340  , BOWLING ALLEY
341  , BOXING RING
342  , BOY SCOUT CAMP
343  , BOYHOOD HOME
344  , BRANCH BANK
345  , BRANCH OFFICE
346  , BRANCH OFFICES
347  , BRANCH STORE
348  , BRAND-NEW HOTEL
349  , BRAZIL'S ATLANTIC RAINFOREST
350  , BREATHTAKING CANADAIAN CITY
351  , BREATHTAKING ISLANDS
352  , BREATHTAKING NATIONAL PARKS
353  , BREATHTAKING TRAILS
354  , BREEZY BEACHES
355  , BREEZY ISLANDS
356  , BREWPUB
357  , BRICK HOUSE
358  , BRICK OVEN PIZZERIA
359  , BRICK-AND-MORTAR STORE
360  , BRICK-OVEN PIZZERIA
361  , BRIDAL CARRIAGE
362  , BRIDAL SALON
363  , BRIDGE DECK
364  , BRIGHT SUNSHINE & WARM TEMPERATURES
365  , BRIGHTLY COLORED TOWNHOUSES
366  , BROAD BOULEVARDS
367  , BROADWAY THEATER DISTRICT
368  , BROADWAY THEATRE DISTRICT
369  , BROOM CLOSET
370  , BRYCE CANYON
371  , BUDDHIST TEMPLE
372  , BULK-CANDY SHOP
373  , BULLPEN
374  , BUMPY ROAD
375  , BUNGALOW
376  , BUNGALOW-STYLE HOME
377  , BUNKHOUSE
378  , BURGER JOINT
379  , BURNING BUILDING
380  , BUS TERMINAL
381  , BUSINESS CENTER
382  , BUSINESS DISTRICT
383  , BUSINESS HOTEL
384  , BUSINESS PUBS
385  , BUSINESS SCHOOL
386  , BUSTLING BOATYARD
387  , BUSTLING CITY
388  , BUSTLING CITY STREETS
389  , BUSTLING ITALIAN BISTRO
390  , BUSTLING METROPOLIS
391  , BUSTLING RESTAURANTS
392  , BUSY & THRIVING BUSINESS DISTRICT
393  , BUSY AIRPORTS
394  , BUSY AMTRAK STATION
395  , BUSY AND THRIVING BUSINESS DISTRICT
396  , BUSY BAZAARS
397  , BUSY BUS & TRAIN TERMINALS
398  , BUSY DOWNTOWN STREETS
399  , BUSY FERRY TERMINAL
400  , BUSY FISH MARKET
401  , BUSY HIGHWAY
402  , BUSY INTERSECTION
403  , BUSY KITCHEN
404  , BUSY KITCHEN RESTAURANT
405  , BUSY METROPOLIS
406  , BUSY NARROW ALLEYS
407  , BUSY SEAPORT CITY
408  , BUSY THOROUGHFARES
409  , BUSY-KITCHEN RESTAURANTS
410  , BUTCHER SHOP
411  , BUTLER'S PANTRY
412  , CABBAGE PATCH
413  , CABIN & LODGE
414  , CABINS & YURTS
415  , CACTUS GARDENS
416  , CAFE IN A QUIET COURTYARD
417  , CAFES & BOOKSTORES
418  , CAFETERIA
419  , CALIFORNIA GRAPE VINEYARD
420  , CALIFORNIA VINEYARD
421  , CALM WATERWAY
422  , CAMERA SHOP
423  , CAMP DAVID IN MARYLAND
424  , CAMP MAC
425  , CAMPAIGN HEADQUARTERS
426  , CAMPGROUND
427  , CAMPGROUND SITE
428  , CAMPING GROUND
429  , CAMPING RESORT
430  , CAMPSITE DEEP IN A CANYON
431  , CANADIAN BORDER
432  , CANDLELIT ROOM
433  , CANDY COUNTER
434  , CANDY FACTORY
435  , CANDY STORE
436  , CANYONS & GULLIES
437  , CANYONS AND GULLIES
438  , CAPE TOWN
439  , CAPITAL CITY OF ENGLAND
440  , CAPITOL ROTUNDA
441  , CAPSULE HOTELS
442  , CAPTAIN'S QUARTERS
443  , CAPTIVATING CITY
444  , CAR DEALERSHIP
445  , CAR PARK
446  , CAR SHOW ROOM
447  , CAR WASH
448  , CARBONATED WATER
449  , CAREFREE OASIS
450  , CARIBBEAN ATOLLS
451  , CARIBBEAN ISLAND
452  , CARNIVAL
453  , CARNIVAL MIDWAY
454  , CARPOOL LANE
455  , CASHIER'S DESK
456  , CASINO & RESORT
457  , CASINO FLOOR
458  , CASTLE GATEHOUSE
459  , CASTLES & MEDIEVAL TOWERS
460  , CASTLES & VINEYARDS
461  , CASUAL EATERY
462  , CASUAL FASHION STORE
463  , CASUAL GRILL
464  , CATACOMBES
465  , CATACOMBS
466  , CATTLE RANCH
467  , CATTLE RANCHES
468  , CATTLE TOWN
469  , CATTLE TOWNS
470  , CAVE DWELLINGS
471  , CAVES & ALCOVES
472  , CAVES & COVES
473  , CAVES AND ALCOVES
474  , CELEBRITY HOT SPOT
475  , CELTIC NATIONS
476  , CEMENT COURTYARD OF THE CHINESE THEATER
477  , CEMENT COURTYARD OF THE CHINESE THEATRE
478  , CENTENNIAL PARK
479  , CENTER CIRCLE
480  , CENTER FOR HISTORICAL RESEARCH
481  , CENTER OF THE ROOM
482  , CENTRAL COAST
483  , CENTRAL TEXAS
484  , CERTIFIED FORD DEALERSHIP
485  , CHAIN GROCERY STORES
486  , CHALLENGING CHAMPIONSHIP COURSE
487  , CHALLENGING PROFESSIONAL GOLF COURSES
488  , CHAMBER OF COMMERCE
489  , CHAMP-DEE-MARS
490  , CHAMPIONSHIP GOLF COURSE
491  , CHANGING HABITATS
492  , CHANGING MY PASSWORD
493  , CHARLOTTE'S WEB OF DECEIT
494  , CHARM SCHOOL
495  , CHARMING
496  , CHARMING CITIES
497  , CHARMING COASTAL TOWN
498  , CHARMING COFFEE SHOPS
499  , CHARMING HISTORICAL CITY
500  , CHARMING HOUSES
501  , CHARMING LITTLE STREETS
502  , CHARMING MOUNTAIN TOWN
503  , CHARMING NEIGHBORHOODS
504  , CHARMING SEASIDE VILLAGES
505  , CHARMING SMALL TOWN
506  , CHARTER SCHOOL
507  , CHATEAU HOTEL
508  , CHATEAU-STYLE HOTELS
509  , CHEERFUL PETTING ZOO
510  , CHEF'S KITCHEN
511  , CHEMISTRY LAB
512  , CHERRY ORCHARDS
513  , CHIC CAFES
514  , CHIC GUEST ROOMS
515  , CHILD'S PLAY
516  , CHILDHOOD HOME
517  , CHILDREN'S INTERACTIVE SCIENCE MUSEUM
518  , CHILDREN'S READING ROOM
519  , CHILDREN'S ZOO
520  , CHILDRENS READING ROOM
521  , CHILDRENS ZOO
522  , CHINA'S BIGGEST CITY
523  , CHINESE CITIES
524  , CHINESE RESTAURANT
525  , CHRISTMAS MARKETS
526  , CHRISTMAS TREE FARMS
527  , CHRISTMAS-TREE FARM
528  , CHRISTMAS-TREE FARMS
529  , CHURCHES & SYNAGOGUES
530  , CHURCHES AND SYNAGOGUES
531  , CINEMA COMPLEX
532  , CINEMAS & MUSEUMS
533  , CIRCUIT TRAINING PARK
534  , CIRCUIT-TRAINING PARK
535  , CITRUS GROVE
536  , CITY BLOCK
537  , CITY CENTER
538  , CITY COLLEGES
539  , CITY FULL OF SKYSCRAPERS
540  , CITY HALL
541  , CITY OF PEDESTRIANS
542  , CITY OF ROMANCE
543  , CITY OF THE VELVET CROWN
544  , CITY PARK
545  , CITY PROPERTY
546  , CITY SIDEWALKS
547  , CITY STREETS
548  , CITY- STATES
549  , CIVIC AUDITORIUM
550  , CIVIC CENTER
551  , CIVIC MUSEUM
552  , CIVILIAN HOSPITAL
553  , CLASSIC RESTAURANTS
554  , CLASSY HOTEL LOUNGES
555  , CLEAN PRIVATE BEACHES
556  , CLEAN WATERWAYS
557  , CLIFFS OVERLOOKING THE PACIFIC
558  , CLIFFSIDE CAFE
559  , CLIFFTOP LIGHTHOUSES
560  , CLIMBING CENTER
561  , CLIMBING GYM
562  , CLOSED-OFF MEETING ROOM
563  , CLOTHING BOUTIQUE
564  , CLOTHING BOUTIQUES
565  , CLOTHING STORES
566  , CLUBHOUSE
567  , CLUBHOUSE GROUNDS
568  , CLUTTERED AREA
569  , CLUTTERED ATTIC
570  , COASTAL MEADOWS
571  , COASTAL MOUNTAIN RANGES
572  , COASTAL MOUNTAINS
573  , COASTAL TRAIL
574  , COASTAL TRAILS
575  , COASTLINE
576  , COBBLESTONE HILL
577  , COBBLESTONE STREETS
578  , COBWEBBED ROOM
579  , COCKPIT
580  , COCKTAIL LOUNGE
581  , COCOA BEACH FLORIDA
582  , COCONUT GROVE
583  , COFFEE AND CREAM
584  , COFFEE BAR
585  , COFFEE COMPANY
586  , COFFEE FARM
587  , COFFEE SHOP
588  , COFFEE SHOPS
589  , COFFEE-ROASTING COMPANY
590  , COIN-OPERATED LAUNDROMAT
591  , COLD-WATER STREAM
592  , COLD-WATER STREAMS
593  , COLLEGE BOOKSTORE
594  , COLLEGE CAFETERIA
595  , COLLEGE CAMPUS
596  , COLLEGE DORMITORY
597  , COLLEGE LIBRARY
598  , COLLEGE TOWN
599  , COLLEGES & UNIVERSITIES
600  , COLONIAL-STYLE BUILDINGS
601  , COLONIAL-STYLE COUNTRY HOUSES
602  , COLONIAL-STYLE HOMES
603  , COLORFUL BOUTIQUES
604  , COLORFUL PAVILIONS
605  , COLUMBIA HEIGHTS
606  , COMEBACK ROUTE
607  , COMEDY CLUB
608  , COMFORTABLE CAMPGROUNDS
609  , COMFORTABLE FLATS
610  , COMFORTABLE GUESTHOUSE
611  , COMFORTABLE INTIMATE THEATER
612  , COMFORTABLE SPOT
613  , COMFY DEN
614  , COMFY HOME
615  , COMFY LOUNGE
616  , COMIC- BOOK STORE
617  , COMIC-BOOK STORE
618  , COMMAND POST
619  , COMMERCIAL BANK
620  , COMMERCIAL HOT-SPRINGS RESORTS
621  , COMMERCIAL HUB
622  , COMMON AREAS
623  , COMMUNAL TOILETS
624  , COMMUNITY COLLEGE
625  , COMMUNITY COLLEGES
626  , COMMUNITY GARDEN
627  , COMMUNITY MARKET
628  , COMMUNITY ORGANIZATIONS
629  , COMMUNITY RECREATIONAL CENTER
630  , COMMUNITY SWIMMING POOL
631  , COMPLEMENTARY BUSINESS HOTEL
632  , COMPUTER GENERATED WORLD
633  , COMPUTER ROOM
634  , COMPUTER-GENERATED WORLD
635  , CONCERT HALL
636  , CONCESSION STAND
637  , CONCRETE JUNGLE
638  , CONDO AND HOTEL TOWER
639  , CONEY ISLAND
640  , CONFERENCE ROOM
641  , CONFLUENCE OF RIVERS
642  , CONGRESSIONAL DISTRICT
643  , CONGRESSIONAL DISTRICTS
644  , CONIFEROUS FOREST
645  , CONNECTICUT TIGERS
646  , CONSTRUCTION SITE
647  , CONTEMPORARY BUSINESS HOTEL
648  , CONTEMPORARY GUEST ROOM
649  , CONVENIENCE STORE
650  , CONVENIENT BRANCH LOCATIONS
651  , CONVENIENT LOCATION
652  , CONVENIENT SAFE PEDESTRIAN PATHS
653  , CONVENTION CENTER
654  , COOKING SCHOOL
655  , COOL BEDROOM
656  , COOL BISTRO
657  , COOL BOUTIQUES
658  , COOL CAMPSITES
659  , COOL HIP WINE BARS
660  , COOL NIGHTSPOT
661  , COOL UNDERGROUND SPOTS
662  , COPPER MINES
663  , CORNER BAKERIES
664  , CORNER BAKERY
665  , CORNER CAFE & BAKERY
666  , CORNER COFFEE SHOP
667  , CORNER DELI
668  , CORNER GROCERY STORE
669  , CORNER NEWSSTAND
670  , CORNER OFFICE
671  , CORNER OFFICE WITH WINDOWS
672  , CORNER PIZZA SHOPS
673  , CORNER STORE
674  , CORPORATE HEADQUARTERS
675  , COSMETICS COUNTER
676  , COSMONAUT TRAINING CENTER
677  , COSMOPOLITAN CAPITAL
678  , COSMOPOLITAN CITIES
679  , COSMOPOLITAN CITY
680  , COSTUME SHOP
681  , COSTUME STORE
682  , COTTAGE HOUSES
683  , COTTAGE INNS
684  , COUNTRIES & CONTINENTS
685  , COUNTRY CLUB
686  , COUNTRY COTTAGE
687  , COUNTRY ESTATE
688  , COUNTRY HOME
689  , COUNTRY HOUSE
690  , COUNTRY ROAD
691  , COUNTRY ROADS
692  , COUNTY COURTHOUSE
693  , COUNTY FAIRGROUND
694  , COUNTY FAIRGROUNDS
695  , COURTROOM
696  , COURTSIDE
697  , COVERED ENTRYWAY
698  , COVERED MAIN ENTRANCE
699  , COVERED PATIO
700  , COVERED PORCH
701  , COWBOY COUNTRY
702  , COWBOY HALL OF FAME
703  , COWHIDE-LEATHER WALLET
704  , COZY & RUSTIC HOUSE
705  , COZY BAR
706  , COZY BED & BREAKFAST
707  , COZY BUNGALOW
708  , COZY CABINS
709  , COZY CAFE
710  , COZY CAMPSITE
711  , COZY COUNTRY INNS
712  , COZY HAYLOFT
713  , COZY HIDEAWAY
714  , COZY KARAOKE BAR
715  , COZY MINING CABIN
716  , COZY SIDEWALK CAFES
717  , COZY SKI LODGE
718  , COZY STUDY
719  , CRAFT SHOP
720  , CRAFT SHOPS
721  , CRAFT STORE
722  , CRAFTSMEN
723  , CRAMPED OFFICE CUBICLE
724  , CRAMPED PHOTO BOOTH
725  , CRAMPED QUARTERS
726  , CRASH PAD
727  , CRAWLSPACE
728  , CREATIVE ENVIRONMENT
729  , CREDIT UNION
730  , CREEK BED
731  , CREEPY CATACOMBS
732  , CRESCENT-SHAPED BEACH
733  , CRICKET FIELD
734  , CRISIS CENTER
735  , CROCODILE EXHIBIT
736  , CROOKED MOUNTAIN PATH
737  , CROSS-COUNTRY SKIING CENTER
738  , CROSSWALK
739  , CROWDED BEACH
740  , CROWDED CAR
741  , CROWDED CINEMA
742  , CROWDED CITY STREET
743  , CROWDED CITY STREETS
744  , CROWDED DANCE HALLS
745  , CROWDED DOG PARK
746  , CROWDED ELEVATOR
747  , CROWDED RESTAURANT
748  , CROWDED ROOM
749  , CROWDED SIDEWALKS
750  , CROWDED SPORTS BAR
751  , CROWDED STADIUM
752  , CRUISE SHIP
753  , CRYSTAL PALACE
754  , CUL-DE-SAC
755  , CULINARY SCHOOL
756  , CULT SURFING SPOT
757  , CULTURAL CENTER
758  , CULTURAL DESTINATIONS
759  , CULTURAL HERITAGE PROTECTION CENTER
760  , CULTURAL INSTITUTION
761  , CULTURAL PARK
762  , CULTURAL SITES
763  , CULTURE PARK
764  , CUMBERLAND PLAIN
765  , CUPCAKE SHOP
766  , CURIOUS ISLAND
767  , CUSTOM HOME
768  , CUSTOMER-CARE CENTER
769  , CUSTOMS HOUSE
770  , CUTTING-EDGE EATERY
771  , CUTTING-EDGE HOTEL
772  , CUTTING-EDGE RESTAURANTS
773  , DAIRY FARM
774  , DAMP DUNGEONS
775  , DANCE CLUB
776  , DANCE CLUBS
777  , DANCE FLOOR
778  , DANCE STUDIO
779  , DANGEROUS TERRITORY
780  , DARK ALLEY
781  , DARK CORRIDOR
782  , DARK DAMP CORRIDOR
783  , DARK HALLWAY
784  , DARK SECRET PASSAGE
785  , DARKROOM
786  , DARLING HARBOUR
787  , DAVY JONES'S LOCKER
788  , DAY SPAS
789  , DAYCARE CENTER
790  , DAYCLUBS & NIGHTCLUBS
791  , DAZZLING TEAROOMS
792  , DEAD-END STREET
793  , DEALER SHOW ROOM
794  , DEALER SHOWROOM
795  , DECIDUOUS FOREST
796  , DEEP CANYON
797  , DEEP CANYONS
798  , DEEP FORESTS
799  , DEEP IN THE CANYON
800  , DEEP SECTION OF THE POOL
801  , DEEP SPACE
802  , DEEP WOODS
803  , DEEP-SEA DEN
804  , DEFRAY BEACH FLORIDA
805  , DELI COUNTER
806  , DELI MARKET
807  , DELIVERY ROOM
808  , DELUXE GUESTHOUSE
809  , DEMOCRATIC STATE
810  , DENSE FOREST
811  , DENSE FORESTS
812  , DENSE MOUNTAIN FOREST
813  , DENSE RAINFOREST
814  , DENSE RAINFORESTS
815  , DENSE TROPICAL RAINFOREST
816  , DENTIST'S OFFICE
817  , DEPARTMENT STORE
818  , DEPARTMENT STORES
819  , DEPARTMENTAL LIBRARIES
820  , DESERT CAMPGROUND
821  , DESERT CAVES
822  , DESERT LANDSCAPE
823  , DESERT OASIS
824  , DESERT PARADISE
825  , DESERTED SMALL TOWN
826  , DESERTS & DRYLANDS
827  , DESERTS AND DRYLANDS
828  , DESIGNATED WILDERNESS AREA
829  , DESIGNER BOUTIQUE
830  , DESIGNER BOUTIQUES
831  , DESIGNER HOTELS
832  , DESIGNER SHOPS
833  , DESOLATE SALT FLATS
834  , DESOLATE STREETS
835  , DETACHED HOUSE
836  , DETECTIVE AGENCIES
837  , DETECTIVE AGENCY
838  , DILAPIDATED BUILDINGS
839  , DILAPIDATED OLD MANSION
840  , DIMLY LIT COCKTAIL LOUNGE
841  , DIMLY LIT RESTAURANT
842  , DIMLY LIT ROOM
843  , DINING CAR ON A CROSS- COUNTRY TRAIN
844  , DINING CAR ON A CROSS-COUNTRY TRAIN
845  , DINING HALL
846  , DINING LOUNGE
847  , DINNER THEATER
848  , DIRT AND TWIG
